s#,sname,sex,height,bdate,dorm
48899752,杨博罗,男,1.9,2002-12-21,西 21 舍 605
49506046,李佩,女,1.68,2004-05-15,西 6 舍 527
34158272,葛晨纶,男,1.67,2002-07-30,东 14 舍 406
22633732,黄雨,女,1.77,2005-01-05,东 11 舍 720
17690197,戴永茂,男,1.79,2002-05-23,东 2 舍 616
25911487,杨彨,女,1.59,2003-09-21,东 21 舍 126
44160973,李旭平,男,1.88,2002-07-06,东 5 舍 401
35357427,王秉雄,男,1.68,2005-02-12,东 24 舍 211
49916165,吴畅裕,男,1.82,2002-08-18,东 6 舍 809
49613711,章依清,女,1.65,2003-08-02,西 22 舍 507
49287300,苏毓,女,1.59,2006-03-27,东 1 舍 327
39613411,叶荫,女,1.74,2006-11-03,西 18 舍 703
25315868,樊嘉和,男,1.75,2007-01-30,西 3 舍 308
10688815,陈楚菱,女,1.58,2003-12-06,东 15 舍 801
13887091,谷颖,女,1.62,2003-09-04,西 22 舍 230
29642835,张鸣哲,男,1.74,2002-11-05,东 4 舍 207
26292864,张畅裕,男,1.78,2005-11-15,东 6 舍 830
26879785,刘枫宁,女,1.54,2003-08-21,西 18 舍 619
15039394,甘茵,女,1.71,2003-12-30,东 3 舍 728
26453720,周忆狄,男,1.74,2005-05-01,西 15 舍 102
12691741,罗晴茹,女,1.62,2003-01-25,东 9 舍 604
26407213,李圣,男,1.69,2004-05-18,西 10 舍 310
29338701,张菱,女,1.64,2002-12-27,西 16 舍 527
19622390,郭竽磊,男,1.76,2006-08-06,东 15 舍 305
21293161,刘昕霏,女,1.57,2003-12-23,东 5 舍 701
41590716,刘悦,女,1.68,2003-05-08,西 19 舍 813
15867926,卓姝钰,女,1.55,2005-06-11,西 20 舍 128
30550908,苏骢,男,1.86,2006-07-10,西 17 舍 815
22807544,胡峥,女,1.63,2002-07-04,东 12 舍 625
25103492,刘青熙,女,1.57,2003-06-12,东 10 舍 502
31595297,孙平,男,1.78,2003-12-01,西 13 舍 821
15039847,詹瀚,男,1.72,2003-11-08,西 22 舍 619
23845831,魏凯泽,男,1.7,2006-09-21,西 5 舍 226
40365468,邓清深,男,1.7,2006-02-03,西 2 舍 730
38920765,李碧恬,女,1.63,2002-11-06,东 22 舍 329
34859536,王纹珊,女,1.63,2005-08-29,西 19 舍 705
17320044,何自昊,男,1.72,2003-02-22,东 13 舍 812
16105377,萧圣晨,男,1.72,2006-09-18,东 22 舍 418
25089035,谢熙岩,男,1.81,2007-01-03,东 5 舍 405
15763865,刘晴茹,女,1.65,2005-01-12,东 21 舍 806
36910894,马若娜,女,1.59,2006-08-01,东 10 舍 624
16078022,胡函,男,1.84,2004-01-17,东 1 舍 603
46255925,郭纹珊,女,1.55,2002-09-03,东 4 舍 619
10614160,郑槐,女,1.65,2005-10-25,西 15 舍 501
34151688,李永茂,男,1.87,2006-07-31,西 17 舍 503
14838252,胡灏风,男,1.76,2002-08-01,西 16 舍 212
28123929,张素卿,女,1.58,2006-01-04,东 8 舍 216
35352664,冉纹珊,女,1.57,2002-09-21,西 22 舍 201
11307106,宗初,男,1.79,2005-12-20,西 18 舍 521
43671676,程泽商,男,1.67,2003-08-01,东 16 舍 706
37202856,陈韵,女,1.72,2004-06-28,东 2 舍 109
14906728,董宛晴,女,1.62,2006-03-06,西 10 舍 503
35981310,杨晴茹,女,1.72,2004-10-05,东 10 舍 129
24445196,黄锋玮,男,1.79,2005-12-13,东 22 舍 825
41707144,姜亦茂,男,1.81,2005-12-14,西 12 舍 326
14269485,丁奕宗,男,1.77,2002-09-10,东 6 舍 401
22656615,史楚悦,女,1.63,2005-07-11,东 17 舍 410
21861444,张青熙,女,1.61,2002-06-03,西 12 舍 209
47889610,郭示,男,1.82,2006-07-17,东 21 舍 121
34720226,巩昕霏,女,1.61,2005-09-19,西 9 舍 324
26301704,邢贝韵,女,1.68,2005-02-13,西 5 舍 312
23537875,苗珅南,男,1.81,2005-07-21,西 15 舍 403
37322324,马泽元,男,1.85,2003-02-04,东 18 舍 424
27215214,姜楚悦,女,1.67,2005-09-07,西 6 舍 314
19061407,贾新菱,女,1.62,2003-02-02,西 11 舍 703
39833328,高林灏,男,1.77,2004-07-13,西 9 舍 526
45145673,何全,男,1.72,2002-10-30,西 21 舍 217
37583674,李清媛,女,1.48,2006-05-06,东 10 舍 130
46701421,何源泽,男,1.78,2005-04-07,东 14 舍 616
13035584,辛依清,女,1.6,2004-11-18,西 16 舍 717
21855416,陈友,男,1.76,2004-04-10,东 18 舍 616
34001538,王皓润,男,1.8,2003-12-08,西 15 舍 420
20217661,陈楚悦,女,1.66,2002-09-21,西 6 舍 420
17821855,杜永茂,男,1.69,2004-07-10,东 7 舍 422
47362907,何纹珊,女,1.61,2003-10-11,西 6 舍 414
17479496,周材,男,1.75,2006-10-24,东 18 舍 112
43857075,季丞,男,1.79,2003-03-01,东 7 舍 216
11190111,江兰璇,女,1.53,2005-01-14,西 16 舍 203
36353463,徐皓润,男,1.71,2004-07-19,西 3 舍 110
16909654,黄文峥,男,1.81,2006-07-13,东 3 舍 702
19856599,谷鸣哲,男,1.88,2005-11-07,东 23 舍 808
16960091,王凯泽,男,1.63,2003-08-17,东 21 舍 203
31398918,张普,女,1.69,2006-08-30,西 4 舍 504
11672360,陈泰骞,男,1.73,2005-07-30,西 12 舍 806
38592987,林衡,男,1.76,2003-05-22,东 4 舍 721
25393970,焦翰,男,1.81,2004-01-15,西 1 舍 615
39909571,袁茗,女,1.53,2006-06-19,东 21 舍 716
29519253,邵坤灵,男,1.68,2005-03-23,西 8 舍 405
39569852,唐智,男,1.7,2002-09-10,西 10 舍 105
49181237,李芷雨,女,1.65,2004-06-27,西 16 舍 804
34902683,马文峥,男,1.8,2003-01-14,东 2 舍 514
11163967,王希嫣,女,1.63,2003-11-18,西 7 舍 221
21543215,郝略,男,1.65,2002-07-22,东 11 舍 516
27244558,周文峥,男,1.78,2005-05-19,西 20 舍 529
30136423,陈雁楚,女,1.63,2002-12-27,西 21 舍 714
23957771,邓自昊,男,1.68,2007-03-17,东 1 舍 519
45732456,路忆,女,1.61,2006-11-26,东 15 舍 727
47059968,高泽明,男,1.88,2004-06-02,东 7 舍 708
39640787,孙书琴,女,1.69,2002-12-16,东 2 舍 220
34698169,郭蕴宁,女,1.65,2004-01-31,东 12 舍 818
40826954,郭松芬,女,1.62,2005-08-01,西 22 舍 230
27485440,郑惠,女,1.54,2004-08-19,西 10 舍 728
12935443,李圣晨,男,1.83,2006-12-03,东 12 舍 208
26005815,周东,男,1.69,2006-09-18,东 15 舍 604
29325307,马书琴,女,1.56,2004-07-22,东 1 舍 503
30661640,严莉菲,女,1.59,2005-07-28,东 13 舍 620
21627046,张伟,男,1.82,2004-09-07,西 19 舍 825
13159153,谢云诺,男,1.87,2006-05-07,西 5 舍 403
46206867,陈醉,女,1.57,2005-05-13,东 24 舍 405
26955681,周昕霏,女,1.57,2003-03-18,西 4 舍 428
11176525,李亦茂,男,1.62,2003-02-28,西 15 舍 812
35581752,张婉慧,女,1.68,2005-11-08,东 11 舍 418
40364772,朱昭美,女,1.55,2006-01-29,东 20 舍 812
27756756,纪枫宁,女,1.63,2004-12-02,西 8 舍 227
38160193,孙若翰,男,1.71,2006-11-06,东 15 舍 830
13999579,史珚,女,1.66,2003-09-11,西 22 舍 730
32758064,邓倚,女,1.56,2005-06-01,东 3 舍 403
31694646,李良清,男,1.74,2005-03-11,东 10 舍 521
44701601,倪杉哲,男,1.8,2004-05-15,东 15 舍 223
45896487,孙滨义,男,1.71,2003-05-18,西 8 舍 621
34522047,曾雁楚,女,1.62,2004-01-18,东 12 舍 105
11058734,游贝韵,女,1.62,2004-04-24,西 17 舍 603
22829102,刘依清,女,1.67,2002-11-23,东 20 舍 106
28520354,黄纹珊,女,1.56,2002-07-02,东 12 舍 125
37938148,赵宇,女,1.67,2006-01-28,东 1 舍 618
16204563,赵怀盈,女,1.6,2004-12-07,东 7 舍 703
43188190,陈莉菲,女,1.57,2004-12-01,东 19 舍 616
31409019,彭竽磊,男,1.69,2005-03-09,西 14 舍 418
28441567,沈亦茂,男,1.7,2007-03-29,西 21 舍 409
26322247,宋偌瑾,女,1.55,2005-08-18,西 8 舍 423
32177669,吴怡芬,女,1.58,2005-01-24,东 5 舍 808
17281792,张源泽,男,1.68,2003-01-05,东 2 舍 313
48881074,雷浚梓,男,1.78,2006-09-16,东 21 舍 525
19298389,孙韵,女,1.74,2006-08-10,西 12 舍 605
26957296,王浚梓,男,1.76,2005-04-27,西 7 舍 217
29207059,姜若翰,男,1.7,2007-03-18,东 10 舍 301
14393574,刘绮,女,1.71,2004-08-23,东 5 舍 722
23618375,孟佳禾,女,1.68,2002-10-14,东 13 舍 614
18911934,张可,女,1.68,2004-04-23,西 15 舍 107
45224586,刘舒志,男,1.76,2006-11-05,西 6 舍 413
29071054,王秉雄,男,1.84,2007-02-23,东 21 舍 830
16247872,郑青波,女,1.65,2006-04-07,西 7 舍 305
15438816,王畅裕,男,1.75,2003-05-30,西 20 舍 111
26254558,晏乐,男,1.63,2002-05-19,西 13 舍 425
11980889,刘云诺,男,1.85,2002-10-01,东 21 舍 315
40163948,王芷雨,女,1.58,2004-04-26,西 14 舍 603
39060384,谢庆星,男,1.78,2007-05-06,西 3 舍 504
16016023,董璇兰,女,1.59,2003-08-28,东 22 舍 526
45070626,何慕鸿,男,1.74,2004-03-08,西 23 舍 221
40686573,吴承文,男,1.82,2004-03-03,西 1 舍 403
23189623,王馨,女,1.61,2003-06-21,西 22 舍 611
41579714,刘航,男,1.68,2003-03-17,西 9 舍 123
22153596,于凯泽,男,1.74,2005-05-25,东 1 舍 825
30905225,冯襦,男,1.88,2006-09-23,西 8 舍 328
22541988,袁雅惠,女,1.57,2002-08-14,东 23 舍 806
42132874,陈贝韵,女,1.69,2006-12-05,东 7 舍 726
23840401,杨河,男,1.72,2006-09-14,西 22 舍 815
32185316,刘娇,女,1.71,2005-11-14,东 23 舍 409
23175786,刘新菱,女,1.49,2006-06-05,西 18 舍 727
44126986,彭秦齐,男,1.79,2003-01-28,东 19 舍 106
13681697,庞滨义,男,1.79,2005-04-16,东 11 舍 207
29861425,刘雁楚,女,1.62,2006-03-07,西 6 舍 708
24011635,崔清深,男,1.87,2003-04-22,西 9 舍 305
15455012,陈慕鸿,男,1.67,2003-03-28,西 23 舍 523
17980890,孙珅南,男,1.62,2003-09-27,西 1 舍 622
21580847,李自昊,男,1.8,2003-03-27,东 11 舍 813
18119855,余芷蕊,女,1.71,2005-08-19,西 3 舍 225
32139758,江锋玮,男,1.82,2005-11-15,东 13 舍 719
35759411,洪文妮,女,1.7,2004-04-06,西 17 舍 605
26625307,陈文,女,1.59,2006-03-03,西 23 舍 113
12147609,汤思杉,男,1.7,2005-03-27,东 11 舍 214
12249361,陈舒瑾,女,1.61,2002-11-14,东 7 舍 612
25769187,黄杉哲,男,1.82,2003-08-31,东 13 舍 708
15541271,赵德东,男,1.75,2002-09-10,东 12 舍 707
39112560,张圣晨,男,1.64,2005-10-29,东 13 舍 404
21004705,陆清媛,女,1.53,2006-09-19,西 9 舍 316
18169789,刘若,女,1.6,2006-06-26,东 18 舍 223
22222886,吕文峥,男,1.79,2004-11-02,东 8 舍 410
21534122,陈碧恬,女,1.58,2002-05-29,东 7 舍 515
10821721,杨鸣哲,男,1.73,2006-06-10,东 9 舍 728
26943947,吴依彤,女,1.67,2003-12-12,西 6 舍 613
16212632,孙雁楚,女,1.56,2005-07-17,西 13 舍 608
18286694,邹棋,男,1.63,2005-11-13,东 22 舍 629
27484638,蒋嘉茵,女,1.69,2006-01-23,西 2 舍 630
16989408,孙庆星,男,1.69,2004-08-12,西 12 舍 505
23509828,夏万信,男,1.73,2004-10-07,东 3 舍 623
24459639,李依彤,女,1.65,2006-09-26,西 21 舍 709
19541593,叶纹珊,女,1.66,2002-06-27,东 23 舍 218
48148956,于文芸,女,1.7,2005-11-11,东 15 舍 314
49822184,陈德东,男,1.75,2004-03-19,东 17 舍 724
24893244,覃浚梓,男,1.73,2002-05-29,东 16 舍 309
24809566,萧奕宗,男,1.74,2005-07-29,东 5 舍 326
12439249,陈依清,女,1.63,2005-07-23,西 7 舍 104
19360033,黄连,女,1.52,2003-01-11,西 11 舍 106
43374003,徐圣晨,男,1.78,2004-03-22,东 18 舍 726
29058481,王木,女,1.64,2005-08-03,西 4 舍 307
19837486,王嘉,女,1.51,2004-02-14,东 9 舍 706
29525814,傅函,男,1.63,2007-05-01,东 18 舍 113
35727737,王碧恬,女,1.61,2006-05-16,东 9 舍 528
28280565,刘裳,女,1.64,2003-01-30,东 7 舍 209
43466971,沈瀛,男,1.66,2003-05-15,西 20 舍 411
44476548,邓淇,男,1.85,2004-02-27,东 21 舍 125
28454966,李铭锵,男,1.71,2003-06-10,西 20 舍 620
30180239,彭夏怡,女,1.63,2005-08-31,西 7 舍 323
18666124,汤清深,男,1.72,2003-10-13,东 14 舍 430
22227699,赵碧恬,女,1.71,2005-10-01,东 14 舍 520
15914353,张雪菡,女,1.64,2004-02-10,东 19 舍 124
35026739,刘迈,男,1.72,2002-06-10,西 6 舍 712
29260090,孙夏怡,女,1.63,2006-09-13,东 15 舍 416
39281695,梁万信,男,1.63,2002-09-19,东 20 舍 101
16023773,萧纹珊,女,1.64,2002-07-11,东 16 舍 829
28299739,刘柳,女,1.65,2007-03-19,西 6 舍 519
30752297,王文妮,女,1.59,2005-02-12,东 4 舍 425
13760400,庄皎,女,1.67,2005-07-11,西 13 舍 523
38069881,陈泽元,男,1.75,2006-10-04,东 21 舍 624
26299241,孟炫灿,男,1.7,2007-02-07,东 10 舍 118
25729323,封瑞若,男,1.77,2003-06-16,东 6 舍 823
33179221,陆珅南,男,1.84,2005-03-29,东 14 舍 414
46124287,刘雅惠,女,1.44,2004-02-26,西 16 舍 214
27775107,王茜惠,女,1.67,2005-03-31,东 14 舍 522
48351578,潘林,女,1.57,2006-07-28,东 19 舍 225
10662003,尤宇军,男,1.79,2005-08-03,东 5 舍 722
13824243,黄承彬,男,1.85,2002-05-25,西 2 舍 509
41408469,韦瑾,女,1.72,2004-01-05,西 21 舍 708
27483221,郑楚菱,女,1.66,2005-11-16,东 4 舍 310
26478348,郭信霖,男,1.81,2005-11-16,西 16 舍 801
33853816,熊蕴宁,女,1.71,2005-07-29,西 6 舍 808
35680930,常希嫣,女,1.58,2004-09-23,西 2 舍 102
39770115,黄煊,女,1.56,2002-05-20,西 1 舍 521
17928399,时依彤,女,1.67,2002-12-18,西 18 舍 121
36916644,王浩泽,男,1.75,2006-09-04,东 6 舍 229
40492763,高灏风,男,1.64,2003-01-07,东 13 舍 212
43932065,谷依梅,女,1.65,2007-03-22,东 12 舍 828
25674933,韦承彬,男,1.72,2006-07-22,东 22 舍 414
11402982,林媛倚,女,1.55,2007-03-11,西 9 舍 202
47181296,李青熙,女,1.62,2007-02-03,东 14 舍 317
32085331,吴清深,男,1.72,2004-07-23,西 2 舍 328
37958288,杨祯卓,男,1.81,2005-11-17,西 7 舍 205
28497510,李雅妙,女,1.66,2003-07-10,西 10 舍 728
32427353,吴荷菲,女,1.57,2004-11-14,西 7 舍 222
16277323,方偌瑾,女,1.67,2004-02-06,西 19 舍 424
30931112,刘茜惠,女,1.69,2006-01-03,东 20 舍 428
43446676,杨焓,女,1.53,2005-03-03,西 4 舍 521
36808052,陈淼,男,1.74,2003-07-07,东 23 舍 226
39722263,王灏风,男,1.74,2005-08-02,西 17 舍 108
22682818,欧喆,男,1.8,2003-09-12,东 1 舍 620
12048521,王莉菲,女,1.67,2004-12-15,东 24 舍 111
45303849,彭征风,男,1.74,2006-09-27,西 3 舍 810
26882430,乐眉,女,1.62,2005-09-16,西 17 舍 505
29553310,卜若,女,1.63,2003-02-25,西 19 舍 630
48005932,王雪菡,女,1.66,2006-06-20,东 5 舍 213
23967717,陈贝韵,女,1.58,2002-06-24,东 4 舍 410
12815239,姜谚,男,1.64,2005-11-09,东 13 舍 708
19447380,赵珅南,男,1.73,2004-05-22,东 10 舍 527
23650504,王承彬,男,1.76,2003-12-20,西 17 舍 128
23679035,徐圣晨,男,1.74,2004-01-09,东 13 舍 513
13636175,赵茜惠,女,1.67,2003-11-20,西 9 舍 518
28842490,张鸣,女,1.7,2004-04-13,东 24 舍 212
28354594,史祯卓,男,1.91,2003-07-15,东 9 舍 617
18162018,王梓琪,女,1.73,2005-10-25,东 7 舍 413
18756424,耿峻,男,1.78,2003-03-02,东 9 舍 524
41870980,郝庆星,男,1.83,2004-10-20,西 16 舍 609
20661738,陆皓润,男,1.82,2004-02-17,东 24 舍 228
35866496,江盛,男,1.72,2006-05-01,西 1 舍 227
11140548,邹信霖,男,1.72,2002-06-11,西 3 舍 209
42685484,李嘉和,男,1.82,2005-11-16,东 24 舍 709
30107315,张凉,女,1.65,2003-10-04,东 4 舍 211
24817885,高璟,女,1.51,2002-10-25,西 14 舍 606
39111057,李晞,男,1.81,2007-02-13,西 22 舍 412
13148245,孙芷蕊,女,1.7,2003-04-06,西 3 舍 115
18608441,李雅惠,女,1.58,2005-02-14,西 3 舍 102
25150657,沙良清,男,1.61,2003-04-15,西 3 舍 226
33324976,张泽明,男,1.68,2006-11-10,东 11 舍 828
39723409,陆昊惟,男,1.59,2002-09-19,西 2 舍 628
24160724,黄铭锵,男,1.72,2003-03-31,东 21 舍 321
15356622,刘永茂,男,1.69,2003-01-08,东 17 舍 627
16251666,张庆星,男,1.78,2005-12-10,西 9 舍 313
47274763,窦嘉仪,女,1.65,2006-08-19,东 8 舍 308
40065418,刘泽元,男,1.69,2005-08-24,东 6 舍 216
22347571,罗楚悦,女,1.64,2004-09-05,西 8 舍 819
47818603,崔旭平,男,1.75,2006-05-21,西 15 舍 201
22971040,徐竽磊,男,1.76,2004-03-03,东 19 舍 605
22398348,吴瑾,男,2.01,2006-11-18,西 8 舍 322
46420273,陈泽商,男,1.73,2003-01-25,东 4 舍 309
39103478,陈颔,男,1.7,2003-01-10,东 17 舍 325
20553595,李芷雨,女,1.74,2003-08-27,东 4 舍 225
11491408,廖青,男,1.78,2004-07-05,东 24 舍 127
12413660,马智,女,1.59,2006-10-19,西 19 舍 218
25994962,芦珅南,男,1.77,2005-08-01,东 2 舍 307
18849622,张文芝,女,1.54,2006-04-26,东 21 舍 225
37570286,张慕巧,女,1.59,2003-06-18,西 14 舍 611
15592189,刘博罗,男,1.75,2007-01-18,东 24 舍 404
13184798,吴宛晴,女,1.66,2005-06-02,东 7 舍 711
34856848,袁莉菲,女,1.69,2006-01-14,西 19 舍 508
25557601,陈滢,女,1.7,2006-01-16,东 1 舍 706
42819389,罗尔楚,女,1.62,2003-09-15,东 6 舍 516
42324404,朱嘉仪,女,1.64,2006-04-01,东 8 舍 123
48518713,岑碧恬,女,1.65,2004-10-25,西 11 舍 221
48686042,赵纹窈,女,1.7,2004-01-09,西 5 舍 319
15417219,李刚,男,1.71,2003-10-18,西 21 舍 603
35643363,杨宛晴,女,1.57,2004-11-25,西 17 舍 812
16165095,萧雅惠,女,1.63,2005-03-21,西 12 舍 625
34060947,高永茂,男,1.76,2004-10-08,东 15 舍 415
41336112,吴辉,男,1.74,2004-12-30,东 7 舍 620
31867981,郑濯,男,1.71,2003-11-24,东 22 舍 516
27965138,祝茂彦,男,1.68,2002-09-08,东 11 舍 104
37115427,赖琪纯,女,1.68,2002-12-10,东 4 舍 820
13416177,袁炫灿,男,1.68,2003-01-17,西 22 舍 625
28962406,李钢,男,1.78,2002-10-01,西 16 舍 725
31443068,张清媛,女,1.59,2006-02-09,东 9 舍 617
46182980,李倚,女,1.63,2007-04-18,东 23 舍 730
41434312,王芷雨,女,1.57,2005-09-29,东 24 舍 622
23789612,郭泽若,男,1.76,2006-01-12,东 18 舍 119
38404263,夏慕鸿,男,1.74,2003-04-18,西 1 舍 228
14993069,吴莉菲,女,1.65,2005-06-19,西 20 舍 317
47970706,郭昕霏,女,1.65,2003-03-25,东 4 舍 211
36664682,萧静,女,1.66,2004-12-03,东 23 舍 316
13939705,张嘉茵,女,1.61,2004-09-24,西 19 舍 303
14774840,靳葆,男,1.73,2003-11-24,东 1 舍 111
32386454,赵承彬,男,1.74,2006-06-02,西 13 舍 529
11239710,李璇兰,女,1.64,2005-11-04,西 13 舍 316
36834925,王凌,男,1.77,2006-12-16,东 17 舍 530
43476748,伍雄,男,1.8,2005-08-27,西 6 舍 123
33825541,黄舞,女,1.77,2003-01-14,西 19 舍 218
18257971,冯文峥,男,1.8,2004-08-16,东 16 舍 609
44171287,殷辰,女,1.56,2006-08-08,东 19 舍 617
17191856,石青波,女,1.59,2003-09-03,西 16 舍 110
48731565,程灿,女,1.58,2003-05-06,东 11 舍 318
19823937,杨顺远,男,1.77,2003-04-08,东 21 舍 601
13009603,韩寒,男,1.73,2006-07-23,西 12 舍 211
31391907,张依彤,女,1.6,2002-09-18,西 13 舍 608
28302912,谭泽明,男,1.82,2007-02-08,西 5 舍 227
14848625,陈铭锵,男,1.83,2003-11-25,西 2 舍 606
42165423,梁宁,女,1.65,2004-04-18,东 10 舍 624
28865797,李昶,男,1.72,2005-01-30,东 1 舍 609
32410992,赵文妮,女,1.65,2002-06-26,东 20 舍 429
46128535,钱青波,女,1.68,2003-01-23,东 13 舍 822
14453019,王兰璇,女,1.57,2003-02-06,西 4 舍 108
32050676,曾娣,女,1.62,2002-11-14,东 12 舍 214
40605053,张文妮,女,1.66,2004-10-24,东 16 舍 428
26998389,芦泽元,男,1.86,2006-01-11,东 16 舍 109
34230678,陈嘉仪,女,1.72,2002-09-05,西 21 舍 220
20655439,钱芯,女,1.58,2006-09-15,东 1 舍 323
45265193,龙曼,女,1.63,2003-07-22,西 18 舍 824
41515178,白娣,女,1.7,2005-04-01,东 23 舍 613
42373636,孙信霖,男,1.83,2007-02-25,东 5 舍 610
46552828,张静,女,1.68,2003-10-05,西 2 舍 124
35633422,吴珅南,男,1.73,2007-02-22,西 14 舍 716
29473360,陈清深,男,1.79,2002-07-18,西 1 舍 516
49271741,李岚,女,1.62,2004-02-06,东 2 舍 109
20227639,王承彬,男,1.72,2004-10-09,东 11 舍 123
39855515,锺泽元,男,1.69,2002-11-06,西 9 舍 102
23371328,林旭平,男,1.66,2004-11-28,西 21 舍 222
36843574,邵承,男,1.71,2006-05-11,东 10 舍 604
47792908,杨媛倚,女,1.6,2007-01-01,西 12 舍 724
30250649,孙畅裕,男,1.67,2002-10-30,西 13 舍 509
16494464,张雪菡,女,1.6,2004-05-25,东 13 舍 121
40795534,李晨纶,男,1.79,2003-12-16,西 23 舍 510
11771190,方旭平,男,1.78,2003-07-11,东 21 舍 128
20117207,熊铭锵,男,1.86,2006-10-25,西 24 舍 715
20172393,田雅妙,女,1.63,2004-08-11,西 17 舍 805
32490065,胡哲,男,1.72,2003-12-13,东 7 舍 715
22164320,刘云,女,1.61,2006-01-10,西 3 舍 503
18346385,王佳禾,女,1.56,2002-08-10,西 5 舍 719
27508016,陶希嫣,女,1.57,2003-11-29,西 5 舍 622
10074017,王松樱,女,1.68,2006-02-28,西 23 舍 519
41514035,陶碧恬,女,1.52,2003-05-07,东 18 舍 623
12167522,吴依彤,女,1.66,2005-06-22,东 15 舍 318
49868273,王梦,女,1.66,2004-08-22,东 8 舍 320
16402002,李青熙,女,1.59,2005-07-29,西 11 舍 121
49159343,陈芷雨,女,1.62,2006-12-02,东 3 舍 616
45927797,冯承文,男,1.63,2004-10-02,东 6 舍 613
43470835,石觅蕴,女,1.53,2007-01-11,东 3 舍 306
34061480,张奕宗,男,1.73,2005-05-12,东 19 舍 527
39589323,潘蝶,女,1.57,2007-04-02,西 10 舍 621
16984829,刘苑,女,1.69,2003-08-13,东 12 舍 828
41121038,苏泽若,男,1.85,2005-04-18,东 3 舍 110
37986003,刘奎,男,1.75,2006-06-10,西 8 舍 312
36936057,温明泉,男,1.69,2007-01-30,东 17 舍 827
31340665,季承文,男,1.82,2004-01-12,西 20 舍 714
22260961,孙政,男,1.81,2003-05-18,东 23 舍 613
31426154,刘杭,男,1.72,2002-06-30,东 1 舍 430
40028191,廖祯卓,男,1.77,2003-05-19,东 3 舍 327
22750676,张雅惠,女,1.65,2002-12-31,东 21 舍 512
31369390,范涵,女,1.55,2004-08-08,东 17 舍 611
38890368,杨舒志,男,1.75,2004-09-27,西 6 舍 303
18097272,林柔,女,1.54,2003-01-17,西 8 舍 818
27946412,刘素卿,女,1.54,2003-01-15,西 20 舍 311
45544909,陈芷,女,1.53,2005-10-08,东 12 舍 623
27937297,余冰,男,1.82,2005-11-18,东 10 舍 811
25982917,徐泽元,男,1.69,2006-10-06,东 18 舍 725
27143650,郑青,女,1.59,2004-10-09,东 17 舍 326
48053765,陈筱羽,女,1.57,2007-03-16,东 13 舍 522
38824664,陶嘉茵,女,1.63,2002-10-28,东 21 舍 526
13119263,王书琴,女,1.66,2002-09-03,东 4 舍 111
37445482,张嘉,女,1.63,2006-09-21,东 17 舍 310
37204108,田怜,女,1.7,2006-09-20,东 7 舍 503
19030015,陈依清,女,1.61,2007-04-16,西 8 舍 212
16119084,冀克,男,1.7,2005-12-29,西 12 舍 216
16579323,黄昕霏,女,1.56,2005-06-22,西 18 舍 601
14904945,魏清媛,女,1.59,2003-08-13,西 19 舍 808
22327370,王莉菲,女,1.56,2005-10-06,西 21 舍 306
13859732,柳松芬,女,1.66,2002-06-25,东 2 舍 420
15375630,曾永茂,男,1.72,2003-06-14,西 5 舍 529
18140580,石荷菲,女,1.69,2003-01-23,东 19 舍 205
23364127,赵圣晨,男,1.81,2003-09-03,西 6 舍 128
46604446,刘翊,男,1.68,2003-10-05,西 18 舍 527
32260108,雷宛晴,女,1.63,2005-07-30,西 22 舍 624
23331279,张庆星,男,1.76,2002-08-28,西 22 舍 607
21276986,李露,女,1.69,2006-06-03,东 15 舍 403
34932534,蒋银,女,1.64,2002-06-02,西 16 舍 328
44389735,池梓琪,女,1.6,2006-07-21,东 4 舍 317
49102297,鲁丽,女,1.6,2005-11-11,东 12 舍 413
35319475,孙毅,男,1.71,2005-04-05,西 4 舍 316
21428301,李亦茂,男,1.61,2005-12-20,西 7 舍 401
